
batch_size: 256
lr: 0.0002
Epoch:0 	Time:50.46	G_loss:0.48	 train_acc:0.01
Epoch:1 	Time:49.83	G_loss:0.69	 train_acc:0.04
Epoch:2 	Time:49.70	G_loss:0.73	 train_acc:0.15
Epoch:3 	Time:49.58	G_loss:0.73	 train_acc:0.31
Epoch:4 	Time:49.98	G_loss:0.73	 train_acc:0.48
Epoch:5 	Time:49.57	G_loss:0.72	 train_acc:0.54
Epoch:6 	Time:49.87	G_loss:0.74	 train_acc:0.65
Epoch:7 	Time:49.66	G_loss:0.69	 train_acc:0.71
Epoch:8 	Time:49.91	G_loss:0.69	 train_acc:0.73
Epoch:9 	Time:50.05	G_loss:0.66	 train_acc:0.84
Epoch:10 	Time:49.67	G_loss:0.66	 train_acc:0.86
Epoch:11 	Time:49.61	G_loss:0.61	 train_acc:0.84
Epoch:12 	Time:49.52	G_loss:0.62	 train_acc:0.87
Epoch:13 	Time:49.53	G_loss:0.59	 train_acc:0.87
Epoch:14 	Time:49.81	G_loss:0.63	 train_acc:0.83
Epoch:15 	Time:49.50	G_loss:0.56	 train_acc:0.86
Epoch:16 	Time:49.72	G_loss:0.59	 train_acc:0.84
Epoch:17 	Time:49.67	G_loss:0.59	 train_acc:0.83
Epoch:18 	Time:49.55	G_loss:0.52	 train_acc:0.81
Epoch:19 	Time:50.31	G_loss:0.58	 train_acc:0.83
Epoch:20 	Time:50.29	G_loss:0.57	 train_acc:0.83
Epoch:21 	Time:50.18	G_loss:0.60	 train_acc:0.81
Epoch:22 	Time:49.67	G_loss:0.57	 train_acc:0.80
Epoch:23 	Time:49.76	G_loss:0.60	 train_acc:0.83
Epoch:24 	Time:50.07	G_loss:0.60	 train_acc:0.80
Epoch:25 	Time:50.22	G_loss:0.59	 train_acc:0.86
Epoch:26 	Time:51.13	G_loss:0.57	 train_acc:0.84
Epoch:27 	Time:49.85	G_loss:0.57	 train_acc:0.79
Epoch:28 	Time:49.44	G_loss:0.57	 train_acc:0.78
